Category,Sunlight Level,Water Level,Watering Duration,Sunlight Duration,Nutrients,Ultrasonic Values
general monitoring,46.44501358794324,64.21159465160939,231,20,"[4.681816451833621, 5.894430529360497, 5.206749160497296, 4.793567429155084, 4.455027321615549]","[94, 24, 76, 46, 53]"
monitoring sunlight,36.23934958730285,55.504362220594984,228,15,"[3.6408447723903983, 0.3338380641082528, 3.418469422682481, 2.4356118519822845, 7.395551738321187]","[97, 53, 99, 44, 43]"
monitoring water level,62.65866509314544,26.0153892919893,125,295,"[7.517186348206604, 7.51623134123297, 4.915585670582445, 8.551554781877975, 8.156000653848464]","[58, 24, 78, 83, 67]"
monitoring watering duration,11.104143534537581,77.56005604261486,241,259,"[2.4903423326884324, 3.7433965191729026, 6.940293687728026, 5.300789089972252, 4.7771966083451325]","[30, 87, 100, 80, 38]"
monitoring sunlight duration,93.95428430320663,11.997112995111204,187,191,"[7.496264594601777, 2.9730901583354816, 9.058789194903595, 8.087940999245735, 7.97546760020774]","[22, 60, 58, 62, 82]"
monitoring nutrients,6.427479039706007,93.55636652548598,235,223,"[8.304615174243743, 5.549146668016705, 5.227117156115261, 4.252787852963787, 0.3266743682944062]","[25, 42, 71, 82, 58]"
general monitoring,95.86989320762815,75.74526391197064,188,147,"[0.7948338576072156, 3.482684687095748, 5.558623221360529, 7.432744454261654, 1.5544477910715282]","[44, 92, 54, 45, 70]"
general monitoring,66.99631330973999,37.73886331159733,183,197,"[3.3988154124502445, 5.588428097995894, 9.588678573789679, 2.3033119306118555, 3.1354399564568194]","[17, 98, 35, 37, 28]"
general monitoring,94.0388811167543,66.39292344210511,28,141,"[5.00481220872393, 4.681196562482403, 1.6703276763375685, 1.079177998916887, 2.977200683407364]","[43, 35, 13, 62, 16]"
general monitoring,15.67479985551622,93.13056315393217,59,66,"[4.603396768284589, 4.449510688602133, 7.135828726571619, 7.61130459169756, 5.996983793307956]","[19, 62, 94, 38, 21]"
general monitoring,96.92333079047539,71.92928769003866,55,93,"[6.05368413691735, 1.3288152012536991, 7.434169362250528, 8.679506599456335, 4.597794971788288]","[68, 24, 15, 18, 79]"
monitoring sunlight,6.114652860402403,85.75874483620537,135,143,"[9.509320702398242, 9.57705298526645, 6.224658532605857, 7.334842467219884, 6.157308544953918]","[45, 69, 56, 38, 56]"
monitoring water level,73.68312608648087,87.77301286828194,284,75,"[3.55813540526806, 0.10697233027923803, 2.4695622330687126, 0.9479608518246851, 6.85921885665314]","[84, 18, 59, 26, 27]"
monitoring watering duration,77.85668376334868,13.862574810677708,250,190,"[5.921085301636042, 3.423546596285787, 8.659855766123993, 7.707207050241708, 1.8125041182420787]","[91, 62, 65, 84, 10]"
monitoring sunlight duration,69.56564392435651,22.067186018635475,170,178,"[3.7856829989098086, 6.969215269684211, 7.857619298760149, 3.5890029801077716, 0.6050797036437006]","[51, 28, 83, 27, 33]"
monitoring nutrients,94.17358825445787,29.789676352605387,238,70,"[0.9760822267318814, 4.105725371742379, 5.983171972061339, 1.4999550410512785, 2.040716334095183]","[47, 47, 28, 57, 11]"
general monitoring,68.56639015560897,24.10547983303829,211,136,"[8.158567984644968, 4.171588584356112, 5.092433333294753, 0.16548136937126312, 5.551380534697944]","[74, 59, 21, 78, 94]"
general monitoring,4.5794348535531215,50.77582807963596,88,233,"[6.938085565819585, 9.036117339377135, 0.6573891382897012, 8.426903497045227, 0.9580747909381127]","[63, 70, 80, 12, 65]"
general monitoring,7.517619788966156,71.78947045006046,64,12,"[9.356463427247801, 3.1994329528841234, 6.96851006474691, 8.808659428319677, 3.3928529779614083]","[99, 76, 66, 44, 38]"
general monitoring,14.234572818194058,93.38832461233191,96,226,"[1.8293891324586342, 6.862976397191027, 6.462818618641403, 4.922508476526715, 4.111044123275832]","[52, 29, 75, 16, 51]"
general monitoring,99.1419812112158,21.41127603497315,192,117,"[2.6500750310590213, 5.273966669479496, 1.2849032328021637, 4.340349203126391, 3.582380900752109]","[16, 96, 17, 49, 50]"
monitoring sunlight,29.540321072582753,88.11649557488307,19,182,"[1.6736725932903207, 3.1576530780678524, 6.904141352812239, 8.177445995361008, 5.334146652986166]","[55, 80, 88, 89, 47]"
monitoring water level,21.255597343063183,52.97659061695321,226,259,"[8.384870571866061, 5.706854389129463, 8.781163341989851, 6.199470068876552, 8.212779296099502]","[52, 43, 34, 78, 15]"
monitoring watering duration,75.40019470026837,8.4998843481785,149,122,"[0.34363605605156833, 1.8305841436423143, 8.73719076535795, 7.616971552808053, 5.707426794446984]","[41, 93, 79, 75, 30]"
monitoring sunlight duration,43.56977064277512,33.657689454878145,237,237,"[0.3849331170362902, 6.368308475340698, 0.5763220868468444, 9.416765019707446, 1.5851754540075846]","[94, 39, 46, 14, 45]"
monitoring nutrients,80.63470844353708,60.55934662194823,12,294,"[0.5051758701531817, 9.208741099960582, 8.86118546745826, 9.897538233751735, 9.260303143170516]","[71, 39, 49, 78, 50]"
general monitoring,37.35247167441278,80.08706023772805,71,239,"[5.077319169785782, 7.515415649159344, 6.866634877509674, 8.399508337549296, 5.409688723251438]","[43, 57, 39, 98, 66]"
general monitoring,57.801104996456445,86.8769986887425,130,80,"[7.9945549490670045, 4.71612577093866, 3.8702829517587665, 2.7955441962264893, 4.771330421781168]","[24, 93, 51, 44, 28]"
general monitoring,25.970670166034793,95.55003905385945,172,219,"[0.259245925678252, 6.330858012966019, 9.676059413118303, 7.342912120829669, 0.09569167960920111]","[99, 60, 91, 60, 71]"
general monitoring,13.69825616715702,45.76744704206461,257,94,"[5.165106089131369, 8.040317461581346, 0.8553955972451344, 2.822564053440612, 8.289098663512299]","[55, 31, 37, 76, 36]"
general monitoring,89.7663620440085,6.57436825270633,14,120,"[0.2034329714173444, 6.7056581762715695, 4.590108937464837, 5.732138405667215, 4.22450189972102]","[46, 87, 27, 85, 18]"
monitoring sunlight,29.941699242400265,71.63669330848926,47,257,"[5.244119706669456, 6.200758592117483, 9.561002620178487, 0.03748133165170753, 7.586618193924827]","[56, 29, 52, 40, 24]"
monitoring water level,59.29483463481764,14.57091565766493,91,204,"[6.153885332463593, 5.646720290435133, 0.581702029219755, 8.365304643252294, 0.21068764317599298]","[94, 90, 13, 10, 65]"
monitoring watering duration,90.00974550478202,72.78087981092686,49,126,"[4.793286337751299, 6.427737677670294, 5.19825277721289, 4.82720972239052, 0.3980643745527468]","[72, 65, 71, 99, 31]"
monitoring sunlight duration,50.35220509395103,63.8997553065893,131,141,"[7.242998222311217, 4.061352233524994, 6.323977520611081, 5.783258154275489, 2.7582528504053427]","[91, 63, 69, 41, 35]"
monitoring nutrients,76.29283803274322,40.688110869550606,122,78,"[6.6370587390740345, 6.605756941967476, 4.437952527517947, 2.1614289986907, 3.530399102269677]","[66, 44, 83, 100, 20]"
general monitoring,87.56767485875888,13.971472486112058,110,91,"[1.1014173717854658, 9.174871454319048, 8.952378270225251, 8.405124507287773, 9.01344147066011]","[79, 98, 63, 10, 88]"
general monitoring,61.91934139683477,0.12420439762819147,295,192,"[9.433905175970034, 0.8753307141133293, 7.319161834189808, 4.315671778066324, 2.334568686734885]","[84, 31, 69, 85, 46]"
general monitoring,40.9184200577864,33.70147416855591,148,203,"[4.399680890187528, 5.270898589878893, 2.1740147896721798, 7.633560545230652, 3.875140777610071]","[73, 32, 20, 71, 91]"
general monitoring,33.49763241274305,83.74257910840662,148,104,"[3.0169286109276996, 8.560783510237714, 4.497995117344933, 9.514422860862927, 0.6095886313849541]","[100, 11, 89, 76, 99]"
general monitoring,39.10770845404969,47.7381507098776,49,173,"[8.816886845035762, 0.32098170777612123, 7.055959738146392, 8.063009477745172, 4.184384720966252]","[78, 83, 38, 38, 28]"
monitoring sunlight,69.67092763921247,19.559693963414038,199,225,"[5.178091691905589, 8.428123344109812, 4.608052316691688, 1.6302129483081607, 8.343602488915414]","[15, 64, 87, 99, 31]"
monitoring water level,42.8055737871421,55.01969967718689,263,250,"[3.945687607507792, 7.100819593205323, 1.954188062378548, 1.708965652559452, 4.758189438588883]","[55, 38, 44, 51, 41]"
monitoring watering duration,34.898858137221744,54.17970906373959,133,285,"[1.5591689414426435, 7.456265985899798, 7.650071453554155, 4.909152389695032, 4.248146440466057]","[12, 77, 63, 86, 27]"
monitoring sunlight duration,6.550200659223027,86.3545386890461,68,28,"[3.1681028929640096, 5.527458868128775, 9.454005253019583, 8.14246163724484, 7.693061380148999]","[29, 18, 16, 90, 64]"
monitoring nutrients,84.65177097107812,76.20755796490027,183,65,"[0.15475527389996913, 6.46356702198686, 0.6651741197546124, 9.745846178605055, 0.08023232111809886]","[97, 26, 89, 18, 62]"
general monitoring,59.90662412878216,75.23954547436152,45,126,"[2.3761340049050994, 1.577912644830135, 8.3186210542575, 1.3597852154421641, 8.157880682109969]","[23, 83, 19, 43, 17]"
general monitoring,47.946284548010084,63.489006779437915,49,29,"[3.0746063988668237, 0.056783850013688575, 2.507675244019607, 7.259869452024096, 1.5868119606023123]","[53, 51, 12, 11, 82]"
general monitoring,77.96323579859231,12.319367403821468,100,216,"[8.07115009772632, 3.955559016260467, 0.5856235896298112, 1.573379978832733, 6.925995561550763]","[11, 84, 60, 82, 34]"
general monitoring,48.34359656495484,85.12960872422252,264,93,"[3.094153479512065, 6.939467098391765, 3.699084022312802, 3.8551304968135502, 2.9037990309572104]","[68, 11, 19, 55, 100]"
general monitoring,42.602972436679934,51.768358432651404,45,92,"[4.581137939642278, 2.386138995335668, 3.2516674651272526, 0.7349942169310952, 8.962498240429452]","[95, 76, 31, 55, 77]"
monitoring sunlight,43.95950828484244,46.10553918528362,56,45,"[7.682880920312693, 4.3883664824368775, 4.247859014847119, 9.904205964858983, 0.7530008389024956]","[46, 95, 68, 85, 80]"
monitoring water level,58.49986141983698,45.08466029401783,64,282,"[4.37002017451237, 3.9787496585562865, 1.233225281976873, 9.535329316410628, 2.605531110439032]","[23, 67, 67, 84, 32]"
monitoring watering duration,54.89105986227072,16.87081077664412,117,106,"[3.919898981453107, 0.05666958811658129, 3.0397790465408825, 2.2727154441229667, 5.180083631596427]","[58, 57, 84, 72, 57]"
monitoring sunlight duration,35.07051245882572,77.62643082315681,45,240,"[7.356371016088299, 8.01939689590166, 2.3527264689792524, 4.713010900905737, 7.048941335424848]","[42, 63, 85, 16, 23]"
monitoring nutrients,5.873599278059793,12.386287335949909,97,64,"[1.0399251887798233, 0.5989114434878606, 7.087047336667287, 6.621306468430898, 0.07305275370989128]","[65, 73, 44, 95, 77]"
general monitoring,73.21636815045835,8.723384522613353,70,255,"[6.651640757951748, 7.7641165014765186, 5.347160290115366, 7.113884206673157, 0.07230371934551783]","[88, 88, 36, 98, 77]"
general monitoring,9.321599263135184,15.029832115303165,268,93,"[5.405314195615436, 9.53641265675111, 6.831323134263979, 8.395344045011514, 0.4864127347351199]","[82, 96, 44, 38, 68]"
general monitoring,57.785713799255745,31.237437825031268,181,42,"[6.239469967423327, 3.7320419612563196, 7.884626141205525, 8.262694012276926, 8.018261642714904]","[44, 49, 71, 25, 24]"
general monitoring,63.14445928395085,67.61288557415821,197,12,"[5.808081871075052, 5.4814640520216305, 7.01333822789601, 1.9119846389785966, 4.435972295120224]","[51, 51, 93, 38, 27]"
general monitoring,65.11859746833218,9.490279879678187,89,265,"[2.6846246405226273, 2.608150219521516, 2.459594474710718, 3.019142140615961, 4.456331506110793]","[62, 81, 33, 13, 18]"
monitoring sunlight,21.670468383295905,50.35479731277803,249,107,"[6.050791415310195, 6.94205991049059, 6.051161729911154, 7.477758133620903, 4.280581192276308]","[31, 56, 99, 63, 89]"
monitoring water level,37.058795930402425,37.510653515912104,43,77,"[5.014593043029153, 2.1499769731759155, 9.524267134051517, 7.282712388180782, 5.97786700309637]","[69, 95, 50, 83, 74]"
monitoring watering duration,67.76350539853,90.80725714288762,218,268,"[0.8094024290421731, 7.634381127404638, 4.547936160969135, 9.27308100389906, 6.739146815971949]","[62, 40, 29, 37, 34]"
monitoring sunlight duration,30.367398620499706,34.23307462702786,233,255,"[3.4077144164550566, 2.4364034632815503, 9.169148953406953, 9.580488690217837, 6.1796101781394785]","[18, 61, 97, 57, 84]"
monitoring nutrients,73.97598475405944,35.64534912923549,132,10,"[6.706190925048068, 1.744789753650805, 1.892908223981904, 7.911474469860128, 9.800067413786703]","[77, 99, 67, 57, 83]"
general monitoring,97.0237084370899,89.14736526693513,109,207,"[8.196302090317232, 0.6064735229598639, 8.320308113313908, 1.0634076793501768, 1.1673283837803405]","[54, 34, 42, 59, 23]"
general monitoring,10.477585216006313,70.4755862079524,95,15,"[6.612122812774992, 8.240671724982867, 2.031292995961418, 7.602499038180382, 9.779231998392943]","[33, 35, 84, 56, 97]"
general monitoring,28.306904566597613,80.88894670474797,261,73,"[5.13268925595025, 7.814968006775704, 0.08784779894335126, 2.055362687539688, 9.299298601570387]","[36, 19, 77, 26, 70]"
general monitoring,48.10463030663483,5.5978684404935475,110,261,"[9.883357312257356, 3.8801404859206823, 9.72859851553923, 1.7810286328179648, 7.777843638613574]","[27, 87, 95, 68, 22]"
general monitoring,51.10579762802858,58.547835011715975,174,70,"[2.823427690184471, 9.85764222922461, 5.51586776580879, 3.6840279155377207, 0.13094989385378453]","[88, 26, 39, 90, 49]"
monitoring sunlight,53.361445811012175,85.74070363998469,187,169,"[6.665119977705258, 5.648614311933712, 6.926256293589877, 6.657415065705101, 4.891308148421699]","[58, 13, 87, 40, 18]"
monitoring water level,35.249800170161535,15.113777478368851,76,145,"[2.8280940102704077, 1.3762373996286859, 3.112692329423903, 0.5475029639065176, 2.4968230662171162]","[42, 29, 76, 38, 97]"
monitoring watering duration,28.5934767530736,60.377921712608384,133,271,"[0.548732283442529, 1.892871171146998, 5.280272080908398, 1.0565933042046327, 2.5169342479579138]","[89, 70, 37, 91, 59]"
monitoring sunlight duration,75.74716001593478,83.59910645137658,266,235,"[5.3143118370747, 0.8377212270703349, 2.647642961175273, 6.533691302215923, 2.0423264545550146]","[50, 41, 66, 37, 56]"
monitoring nutrients,47.40276695558282,82.22152482332636,29,195,"[9.446407814086003, 4.740494279193444, 9.987240280447368, 2.1572226744560643, 2.371132910727453]","[29, 56, 67, 88, 48]"
general monitoring,88.79050285101764,68.34842764652899,25,231,"[4.977692268346454, 9.754235973593477, 9.381414321275653, 2.9435071532801227, 2.5843702927299383]","[90, 88, 100, 96, 63]"
general monitoring,28.125729415940125,20.999747578767447,68,131,"[0.6700769030311893, 3.842237799343856, 1.1282535661187065, 6.869725537377419, 0.5786150590984451]","[89, 61, 78, 91, 10]"
general monitoring,24.019254660446997,22.31908944460982,134,226,"[6.194211244632598, 5.740659983391679, 5.534566249291282, 6.193583911227454, 4.423341596814278]","[21, 85, 16, 35, 24]"
general monitoring,60.7916161897086,50.08616018713135,58,292,"[2.587817997727444, 8.012971257518895, 2.8128000360435146, 8.654782553900569, 0.33476875451828536]","[84, 96, 42, 80, 53]"
general monitoring,61.77810701441053,86.03870724478632,288,170,"[1.3133166075066827, 3.5514955632199987, 4.992280112721295, 1.1836579825001348, 0.22551401430117024]","[26, 97, 39, 30, 32]"
monitoring sunlight,97.92715283065354,33.4309692267031,36,231,"[9.299795170017918, 6.452439989937772, 0.5306303425807379, 7.69944613244636, 0.6141796332095317]","[16, 14, 41, 53, 57]"
monitoring water level,31.336213193973595,10.028825867875014,268,87,"[4.5065246955978004, 1.9913846269111424, 7.25044040946495, 8.79823647126318, 6.961316948583675]","[34, 97, 19, 84, 64]"
monitoring watering duration,65.58435090723648,45.31737092212206,257,13,"[9.329596988455295, 8.000158945455713, 9.05185605082696, 3.2433202078260037, 5.03160982564663]","[36, 23, 93, 19, 74]"
monitoring sunlight duration,20.847715451117445,41.66402586841065,139,18,"[3.36484585956347, 8.826136156806612, 8.078793724280324, 8.872183656356125, 9.593913553881869]","[68, 38, 56, 17, 78]"
monitoring nutrients,13.938114128393552,26.253375024478455,165,162,"[2.4609615496627346, 9.838220215997007, 7.340846594309375, 0.33312792184819084, 0.44715809810305873]","[73, 79, 51, 63, 39]"
general monitoring,25.427683039362126,2.2414553081355315,145,134,"[4.666745749723828, 5.199461920926444, 6.280984060631084, 7.968558362434315, 0.1881950006387012]","[71, 58, 30, 20, 56]"
general monitoring,65.36649455780208,97.2534835921317,180,173,"[0.34134151759684483, 4.49326395544448, 0.44621293608084533, 2.1916758450659457, 0.22284896199679438]","[60, 82, 48, 42, 75]"
general monitoring,2.257440863970883,22.21985652044417,100,103,"[6.558959022733763, 0.6920172413740489, 9.961024626388564, 6.8784685036200175, 7.824056549206059]","[95, 58, 95, 41, 47]"
general monitoring,44.710178396247194,80.42854997034073,204,171,"[0.5491396228803602, 5.815471377725141, 0.18986957912927926, 6.085234500009675, 2.2776558810364325]","[88, 71, 44, 97, 16]"
